"Season";"Date";"Week";"Away";"Home";"Game ID";"Script";"Colorado State"
2017;"9/9/2017";2;"San Diego State";"Arizona State";400935259;"""400935259"",";""
2017;"9/9/2017";2;"Stanford";"USC";400935260;"""400935260"",";""
2017;"9/9/2017";2;"Hawai'i";"UCLA";400935261;"""400935261"",";""
2017;"9/9/2017";2;"Texas State";"Colorado";400935262;"""400935262"",";""
2017;"9/9/2017";2;"Utah";"BYU";400935263;"""400935263"",";""
2017;"9/9/2017";2;"Nebraska";"Oregon";400935264;"""400935264"",";""
2017;"9/9/2017";2;"Minnesota";"Oregon State";400935265;"""400935265"",";""
2017;"9/9/2017";2;"Montana";"Washington";400935266;"""400935266"",";""
2017;"9/9/2017";2;"Boise State";"Washington State";400935267;"""400935267"",";""
2017;"9/9/2017";2;"Weber State";"California";400935268;"""400935268"",";""
2017;"9/9/2017";2;"Indiana";"Virginia";400935347;"""400935347"",";""
2017;"9/9/2017";2;"Florida Atlantic";"WIsconsin";400935348;"""400935348"",";""
2017;"9/9/2017";2;"Wake Forest";"Boston College";400937453;"""400937453"",";""
2017;"9/9/2017";2;"Jacksonville State";"Georgia Tech";400937455;"""400937455"",";""
2017;"9/9/2017";2;"Louisville";"North Carolina";400937456;"""400937456"",";""
2017;"9/9/2017";2;"Marshall";"North Carolina State";400937458;"""400937458"",";""
2017;"9/9/2017";2;"Middle Tennessee";"Syracuse";400937459;"""400937459"",";""
2017;"9/9/2017";2;"Delaware";"Virginia Tech";400937460;"""400937460"",";""
2017;"9/9/2017";2;"North Texas";"SMU";400938601;"""400938601"",";""
2017;"9/9/2017";2;"UAB";"Ball State";400938605;"""400938605"",";""
2017;"9/9/2017";2;"Tulane";"Navy";400941794;"""400941794"",";""
2017;"9/9/2017";2;"Villanova";"Temple";400941797;"""400941797"",";""
2017;"9/9/2017";2;"Louisiana";"Tulsa";400941798;"""400941798"",";""
2017;"9/9/2017";2;"UNLV";"Idaho";400944833;"""400944833"",";""
2017;"9/9/2017";2;"New Mexico State";"New Mexico";400944834;"""400944834"",";""
2017;"9/9/2017";2;"Arkansas-Pine Bluff";"Akron";400944893;"""400944893"",";""
2017;"9/9/2017";2;"Austin Peay";"Miami OH";400944894;"""400944894"",";""
2017;"9/9/2017";2;"Eastern Illinois";"Northern Illinois";400944895;"""400944895"",";""
2017;"9/9/2017";2;"Howard";"Kent State";400944896;"""400944896"",";""
2017;"9/9/2017";2;"South Dakota";"Bowling Green";400944897;"""400944897"",";""
2017;"9/9/2017";2;"Toledo";"Nevada";400944898;"""400944898"",";""
2017;"9/9/2017";2;"Abilene Christian";"Colorado State";400945254;"""400945254"",";"X"
2017;"9/9/2017";2;"Gardner-Webb";"Wyoming";400945255;"""400945255"",";""
2017;"9/14/2017";3;"New Mexico";"Boise State";400945256;"""400945256"",";""
2017;"9/15/2017";3;"Arizona";"UTEP";400935269;"""400935269"",";""
2017;"9/15/2017";3;"Illinois";"South Florida";400941799;"""400941799"",";""
2017;"9/15/2017";3;"UMass";"Temple";400941800;"""400941800"",";""
2017;"9/16/2017";3;"Colorado State";"Alabama";400933854;"""400933854"",";"X"
2017;"9/16/2017";3;"Mercer";"Auburn";400933855;"""400933855"",";""
2017;"9/16/2017";3;"Tennessee";"Florida";400933856;"""400933856"",";""
2017;"9/16/2017";3;"Samford";"Georgia";400933857;"""400933857"",";""
2017;"9/16/2017";3;"Ole Miss";"California";400933858;"""400933858"",";""
2017;"9/16/2017";3;"LSU";"Mississippi State";400933859;"""400933859"",";""
2017;"9/16/2017";3;"Purdue";"Missouri";400933860;"""400933860"",";""
2017;"9/16/2017";3;"Kentucky";"South Carolina";400933861;"""400933861"",";""
2017;"9/16/2017";3;"Louisiana";"Texas A&M";400933862;"""400933862"",";""
2017;"9/16/2017";3;"Kansas State";"VAN";400933863;"""400933863"",";""
2017;"9/16/2017";3;"Baylor";"Duke";400934506;"""400934506"",";""
2017;"9/16/2017";3;"Kansas";"Ohio";400934507;"""400934507"",";""
2017;"9/16/2017";3;"Tulane";"Oklahoma";400934508;"""400934508"",";""
2017;"9/16/2017";3;"Oklahoma State";"Pittsburgh";400934509;"""400934509"",";""
2017;"9/16/2017";3;"SMU";"TCU";400934510;"""400934510"",";""
2017;"9/16/2017";3;"Texas";"USC";400934511;"""400934511"",";""
2017;"9/16/2017";3;"Arizona State";"Texas Tech";400934512;"""400934512"",";""
2017;"9/16/2017";3;"Delaware State";"West Virginia";400934513;"""400934513"",";""
2017;"9/16/2017";3;"Iowa State";"Akron";400934517;"""400934517"",";""
2017;"9/16/2017";3;"Army";"Ohio State";400934563;"""400934563"",";""
2017;"9/16/2017";3;"Notre Dame";"Boston College";400934574;"""400934574"",";""
2017;"9/16/2017";3;"UCLA";"Memphis";400935270;"""400935270"",";""
2017;"9/16/2017";3;"Northern Colorado";"Colorado";400935271;"""400935271"",";""
2017;"9/16/2017";3;"San Jose State";"Utah";400935272;"""400935272"",";""
2017;"9/16/2017";3;"Oregon";"Wyoming";400935273;"""400935273"",";""
2017;"9/16/2017";3;"Oregon State";"Washington State";400935274;"""400935274"",";""
2017;"9/16/2017";3;"Fresno State";"Washington";400935275;"""400935275"",";""
2017;"9/16/2017";3;"Stanford";"SDSU";400935276;"""400935276"",";""
2017;"9/16/2017";3;"Air Force";"Michigan";400935352;"""400935352"",";""
2017;"9/16/2017";3;"Middle Tennessee";"Minnesota";400935353;"""400935353"",";""
2017;"9/16/2017";3;"Northern Illinois";"Nebraska";400935354;"""400935354"",";""
2017;"9/16/2017";3;"Bowling Green";"Northwestern";400935355;"""400935355"",";""
2017;"9/16/2017";3;"Georgia State";"Penn State";400935356;"""400935356"",";""
2017;"9/16/2017";3;"Morgan State";"Rutgers";400935357;"""400935357"",";""
2017;"9/16/2017";3;"Clemson";"Louisville";400937461;"""400937461"",";""
2017;"9/16/2017";3;"North Carolina";"Old Dominion";400937464;"""400937464"",";""
2017;"9/16/2017";3;"Furman";"North Carolina State";400937465;"""400937465"",";""
2017;"9/16/2017";3;"Central Michigan";"Syracuse";400937466;"""400937466"",";""
2017;"9/16/2017";3;"UConn";"Virginia";400937467;"""400937467"",";""
2017;"9/16/2017";3;"Virginia Tech";"East Carolina";400937468;"""400937468"",";""
2017;"9/16/2017";3;"Utah State";"Wake Forest";400937469;"""400937469"",";""
2017;"9/16/2017";3;"Kent State";"Marshall";400938609;"""400938609"",";""
2017;"9/16/2017";3;"Rice";"Houston";400938610;"""400938610"",";""
2017;"9/16/2017";3;"Cincinnati";"Miami (OH)";400941801;"""400941801"",";""
2017;"9/16/2017";3;"Tulsa";"Toledo";400941802;"""400941802"",";""
2017;"9/16/2017";3;"Idaho";"Western Michigan";400944839;"""400944839"",";""
2017;"9/16/2017";3;"Colgate";"Buffalo";400944899;"""400944899"",";""
2017;"9/16/2017";3;"Tennessee Tech";"Ball State";400944900;"""400944900"",";""
2017;"9/16/2017";3;"Idaho State";"Nevada";400945257;"""400945257"",";""
2017;"9/21/2017";4;"Temple";"South Florida";400941803;"""400941803"",";""
2017;"9/22/2017";4;"Utah";"Arizona";400935277;"""400935277"",";""
2017;"9/22/2017";4;"Virginia";"Boise State";400945258;"""400945258"",";""
2017;"9/23/2017";4;"Texas A&M";"Arkansas";400933864;"""400933864"",";""
2017;"9/23/2017";4;"Mississippi State";"Georgia";400933865;"""400933865"",";""
2017;"9/23/2017";4;"Florida";"Kentucky";400933866;"""400933866"",";""
2017;"9/23/2017";4;"Syracuse";"LSU";400933867;"""400933867"",";""
2017;"9/23/2017";4;"Auburn";"Missouri";400933868;"""400933868"",";""
2017;"9/23/2017";4;"Louisiana Tech";"South Carolina";400933869;"""400933869"",";""
2017;"9/23/2017";4;"UMass";"Tennessee";400933870;"""400933870"",";""
2017;"9/23/2017";4;"Alabama";"Vanderbilt";400933871;"""400933871"",";""
2017;"9/23/2017";4;"West Virginia";"Kansas";400934514;"""400934514"",";""
2017;"9/23/2017";4;"Oklahoma";"Baylor";400934515;"""400934515"",";""
2017;"9/23/2017";4;"TCU";"Oklahoma State";400934516;"""400934516"",";""
2017;"9/23/2017";4;"Texas Tech";"Houston";400934518;"""400934518"",";""
2017;"9/23/2017";4;"Army";"Tulane";400934561;"""400934561"",";""
2017;"9/23/2017";4;"Notre Dame";"Michigan State";400934575;"""400934575"",";""
2017;"9/23/2017";4;"Oregon";"Arizona State";400935278;"""400935278"",";""
2017;"9/23/2017";4;"USC";"California";400935279;"""400935279"",";""
2017;"9/23/2017";4;"UCLA";"Stanford";400935280;"""400935280"",";""
2017;"9/23/2017";4;"Washington";"Colorado";400935281;"""400935281"",";""
2017;"9/23/2017";4;"Nevada";"Washington State";400935283;"""400935283"",";""
2017;"9/23/2017";4;"Georgia Southern";"Indiana";400935359;"""400935359"",";""
2017;"9/23/2017";4;"Penn State";"Iowa";400935360;"""400935360"",";""
2017;"9/23/2017";4;"UCF";"Maryland";400935361;"""400935361"",";""
2017;"9/23/2017";4;"Rutgers";"Nebraska";400935362;"""400935362"",";""
2017;"9/23/2017";4;"UNLV";"Ohio State";400935363;"""400935363"",";""
2017;"9/23/2017";4;"Michigan";"Purdue";400935364;"""400935364"",";""
2017;"9/23/2017";4;"Boston College";"Clemson";400937470;"""400937470"",";""
2017;"9/23/2017";4;"Duke";"North Carolina";400937471;"""400937471"",";""
2017;"9/23/2017";4;"NC State";"Florida State";400937472;"""400937472"",";""
2017;"9/23/2017";4;"Pittsburgh";"Georgia Tech";400937473;"""400937473"",";""
2017;"9/23/2017";4;"Kent State";"Louisville";400937474;"""400937474"",";""
2017;"9/23/2017";4;"Toledo";"Miami";400937475;"""400937475"",";""
2017;"9/23/2017";4;"Old Dominion";"Virginia Tech";400937477;"""400937477"",";""
2017;"9/23/2017";4;"Wake Forest";"Appalachian State";400937478;"""400937478"",";""
2017;"9/23/2017";4;"Florida Atlantic";"Buffalo";400938616;"""400938616"",";""
2017;"9/23/2017";4;"Bowling Green";"Middle Tennessee";400938617;"""400938617"",";""
2017;"9/23/2017";4;"Ball State";"Western Kentucky";400938621;"""400938621"",";""
2017;"9/23/2017";4;"Cincinnati";"Navy";400941804;"""400941804"",";""
2017;"9/23/2017";4;"Southern Illinois";"Memphis";400941805;"""400941805"",";""
2017;"9/23/2017";4;"Arkansas State";"SMU";400941806;"""400941806"",";""
2017;"9/23/2017";4;"New Mexico";"Tulsa";400941807;"""400941807"",";""
2017;"9/23/2017";4;"Akron";"Troy";400944818;"""400944818"",";""
2017;"9/23/2017";4;"Miami (OH)";"Central Michigan";400944901;"""400944901"",";""
2017;"9/23/2017";4;"Ohio";"Eastern Michigan";400944902;"""400944902"",";""
2017;"9/23/2017";4;"Wagner";"Western Michigan";400944903;"""400944903"",";""
2017;"9/23/2017";4;"San Diego State";"Air Force";400945259;"""400945259"",";""
2017;"9/23/2017";4;"Utah State";"San Jose State";400945260;"""400945260"",";""
2017;"9/23/2017";4;"Hawaii";"Wyoming";400945261;"""400945261"",";""
2017;"9/24/2017";4;"East Carolina";"UConn";400941838;"""400941838"",";""
2017;"9/28/2017";5;"Texas";"Iowa State";400934521;"""400934521"",";""
2017;"9/29/2017";5;"USC";"Washington State";400935284;"""400935284"",";""
2017;"9/29/2017";5;"Nebraska";"Illinois";400935365;"""400935365"",";""
2017;"9/29/2017";5;"Miami";"Duke";400937479;"""400937479"",";""
2017;"9/30/2017";5;"Ole Miss";"Alabama";400933872;"""400933872"",";""
2017;"9/30/2017";5;" New Mexico State";"Arkansas";400933873;"""400933873"",";""
2017;"9/30/2017";5;"Mississippi State";"Auburn";400933874;"""400933874"",";""
2017;"9/30/2017";5;"Vanderbilt";"Florida";400933875;"""400933875"",";""
2017;"9/30/2017";5;"Eastern Michigan";"Kentucky";400933876;"""400933876"",";""
2017;"9/30/2017";5;"Troy";"LSU";400933877;"""400933877"",";""
2017;"9/30/2017";5;"Georgia";"Tennessee";400933878;"""400933878"",";""
2017;"9/30/2017";5;"South Carolina";"Texas A&M";400933879;"""400933879"",";""
2017;"9/30/2017";5;"Baylor";"Kansas State";400934519;"""400934519"",";""
2017;"9/30/2017";5;"Oklahoma State";"Texas Tech";400934520;"""400934520"",";""
2017;"9/30/2017";5;"Miami OH";"Notre Dame";400934576;"""400934576"",";""
2017;"9/30/2017";5;"ASU";"Stanford";400935285;"""400935285"",";""
2017;"9/30/2017";5;"Colorado";"UCLA";400935286;"""400935286"",";""
2017;"9/30/2017";5;"California";"Oregon";400935287;"""400935287"",";""
2017;"9/30/2017";5;"Washington";"Oregon State";400935288;"""400935288"",";""
2017;"9/30/2017";5;"Iowa";"Michigan State";400935366;"""400935366"",";""
2017;"9/30/2017";5;"Maryland";"Minnesota";400935367;"""400935367"",";""
2017;"9/30/2017";5;"Indiana";"Penn State";400935368;"""400935368"",";""
2017;"9/30/2017";5;"Ohio State";"Rutgers";400935369;"""400935369"",";""
2017;"9/30/2017";5;"Northwestern";"Wisconsin";400935370;"""400935370"",";""
2017;"9/30/2017";5;"Central Michigan";"Boston College";400937480;"""400937480"",";""
2017;"9/30/2017";5;"Clemson";"Virginia Tech";400937481;"""400937481"",";""
2017;"9/30/2017";5;"Florida State";"Wake Forest";400937482;"""400937482"",";""
2017;"9/30/2017";5;"North Carolina";"Georgia Tech";400937483;"""400937483"",";""
2017;"9/30/2017";5;"Murray State";"Louisville";400937484;"""400937484"",";""
2017;"9/30/2017";5;"Syracuse";"North Carolina State";400937485;"""400937485"",";""
2017;"9/30/2017";5;"Rice";"Pittsburgh";400937486;"""400937486"",";""
2017;"9/30/2017";5;"Marshall";"Cincinnati";400938625;"""400938625"",";""
2017;"9/30/2017";5;"Ohio";"UMass";400938890;"""400938890"",";""
2017;"9/30/2017";5;"UConn";"SMU";400941809;"""400941809"",";""
2017;"9/30/2017";5;"South Florida";"East Carolina";400941810;"""400941810"",";""
2017;"9/30/2017";5;"Houston";"Temple";400941811;"""400941811"",";""
2017;"9/30/2017";5;"Navy";"Tulsa";400941813;"""400941813"",";""
2017;"9/30/2017";5;"Texas State";"Wyoming";400944845;"""400944845"",";""
2017;"9/30/2017";5;"Akron";"Bowling Green";400944904;"""400944904"",";""
2017;"9/30/2017";5;"Ball State";"Western Michigan";400944905;"""400944905"",";""
2017;"9/30/2017";5;"Buffalo";"Kent State";400944986;"""400944986"",";""
2017;"9/30/2017";5;"Northern Illinois";"San Diego State";400944987;"""400944987"",";""
2017;"9/30/2017";5;"Air Force";"New Mexico";400945263;"""400945263"",";""
2017;"9/30/2017";5;"Colorado State";"Hawai'i";400945264;"""400945264"",";"X"
2017;"9/30/2017";5;"Nevada";"Fresno State";400945265;"""400945265"",";""
2017;"9/30/2017";5;"San Jose State";"UNLV";400945266;"""400945266"",";""
2017;"9/30/2017";5;"Memphis";"UCF";400985406;"""400985406"",";""
2017;"10/5/2017";6;"Louisville";"NC State";400937487;"""400937487"",";""
2017;"10/6/2017";6;"Memphis";"UConn";400941814;"""400941814"",";""
2017;"10/6/2017";6;"Boise State";"BYU";400945267;"""400945267"",";""
2017;"10/7/2017";6;"Ole Miss";"Auburn";400933880;"""400933880"",";""
2017;"10/7/2017";6;"Missouri";"Kentucky";400933881;"""400933881"",";""
2017;"10/7/2017";6;"LSU";"Florida";400933882;"""400933882"",";""
2017;"10/7/2017";6;"Arkansas";"South Carolina";400933883;"""400933883"",";""
2017;"10/7/2017";6;"Alabama";"Texas A&M";400933884;"""400933884"",";""
2017;"10/7/2017";6;"Georgia";"Vanderbilt";400933885;"""400933885"",";""
2017;"10/7/2017";6;"West Virginia";"TCU";400934522;"""400934522"",";""
2017;"10/7/2017";6;"Iowa State";"Oklahoma";400934523;"""400934523"",";""
2017;"10/7/2017";6;"Kansas State";"TEX";400934524;"""400934524"",";""
2017;"10/7/2017";6;"Texas Tech";"Kansas";400934525;"""400934525"",";""
2017;"10/7/2017";6;"Notre Dame";"North Carolina";400934577;"""400934577"",";""
2017;"10/7/2017";6;"Arizona";"Colorado";400935289;"""400935289"",";""
2017;"10/7/2017";6;"Oregon State";"USC";400935290;"""400935290"",";""
2017;"10/7/2017";6;"Stanford";"Utah";400935291;"""400935291"",";""
2017;"10/7/2017";6;"Washington State";"Oregon";400935292;"""400935292"",";""
2017;"10/7/2017";6;"California";"Washington";400935293;"""400935293"",";""
2017;"10/7/2017";6;"Illinois";"Iowa";400935371;"""400935371"",";""
2017;"10/7/2017";6;"Michigan State";"Michigan";400935372;"""400935372"",";""
2017;"10/7/2017";6;"Wisconsin";"Nebraska";400935373;"""400935373"",";""
2017;"10/7/2017";6;"Penn State";"Northwestern";400935374;"""400935374"",";""
2017;"10/7/2017";6;"Maryland";"Ohio State";400935375;"""400935375"",";""
2017;"10/7/2017";6;"Minnesota";"Purdue";400935376;"""400935376"",";""
2017;"10/7/2017";6;"Virginia Tech";"Boston College";400937488;"""400937488"",";""
2017;"10/7/2017";6;"Wake Forest";"Clemson";400937489;"""400937489"",";""
2017;"10/7/2017";6;"Duke";"Virginia";400937490;"""400937490"",";""
2017;"10/7/2017";6;"Pittsburgh";"Syracuse";400937491;"""400937491"",";""
2017;"10/7/2017";6;"Air Force";"Navy";400941815;"""400941815"",";""
2017;"10/7/2017";6;"UCF";"Cincinnati";400941816;"""400941816"",";""
2017;"10/7/2017";6;"Temple";"East Carolina";400941817;"""400941817"",";""
2017;"10/7/2017";6;"SMU";"Houston";400941818;"""400941818"",";""
2017;"10/7/2017";6;"Tulsa";"Tulane";400941819;"""400941819"",";""
2017;"10/7/2017";6;"Ball State";"Akron";400944988;"""400944988"",";""
2017;"10/7/2017";6;"Bowling Green";"Miami (OH)";400944989;"""400944989"",";""
2017;"10/7/2017";6;"Central Michigan";"Ohio";400944990;"""400944990"",";""
2017;"10/7/2017";6;"Eastern Michigan";"Toledo";400944991;"""400944991"",";""
2017;"10/7/2017";6;"Kent State";"Northern Illinois";400944992;"""400944992"",";""
2017;"10/7/2017";6;"Western Michigan";"Buffalo";400944993;"""400944993"",";""
2017;"10/7/2017";6;"Colorado State";"Utah State";400945268;"""400945268"",";"X"
2017;"10/7/2017";6;"Fresno State";"San Jose State";400945269;"""400945269"",";""
2017;"10/7/2017";6;"Hawaii";"Nevada";400945270;"""400945270"",";""
2017;"10/7/2017";6;"San Diego State";"UNLV";400945271;"""400945271"",";""
2017;"10/7/2017";6;"Miami";"Florida State";400981507;"""400981507"",";""
2017;"10/7/2017";6;"Charleston Southern";"Indiana";400982707;"""400982707"",";""
2017;"10/13/2017";7;"Washington State";"California";400935294;"""400935294"",";""
2017;"10/13/2017";7;"Clemson";"Syracuse";400937493;"""400937493"",";""
2017;"10/14/2017";7;"Arkansas";"Alabama";400933886;"""400933886"",";""
2017;"10/14/2017";7;"Texas A&M";"Florida";400933887;"""400933887"",";""
2017;"10/14/2017";7;"Missouri";"Georgia";400933888;"""400933888"",";""
2017;"10/14/2017";7;"Auburn";"LSU";400933889;"""400933889"",";""
2017;"10/14/2017";7;"Vanderbilt";"Ole Miss";400933890;"""400933890"",";""
2017;"10/14/2017";7;"South Carolina";"Tennessee";400933892;"""400933892"",";""
2017;"10/14/2017";7;"Baylor";"Oklahoma State";400934526;"""400934526"",";""
2017;"10/14/2017";7;"Kansas";"Iowa State";400934527;"""400934527"",";""
2017;"10/14/2017";7;"TEX";"Oklahoma";400934528;"""400934528"",";""
2017;"10/14/2017";7;"Texas Tech";"West Virginia";400934529;"""400934529"",";""
2017;"10/14/2017";7;"TCU";"Kansas State";400934530;"""400934530"",";""
2017;"10/14/2017";7;"Eastern Michigan";"Army";400934567;"""400934567"",";""
2017;"10/14/2017";7;"UCLA";"Arizona";400935295;"""400935295"",";""
2017;"10/14/2017";7;"Washington";"Arizona State";400935296;"""400935296"",";""
2017;"10/14/2017";7;"Utah";"USC";400935297;"""400935297"",";""
2017;"10/14/2017";7;"Colorado";"Oregon State";400935298;"""400935298"",";""
2017;"10/14/2017";7;"ORE";"Stanford";400935299;"""400935299"",";""
2017;"10/14/2017";7;"Northwestern";"Maryland";400935377;"""400935377"",";""
2017;"10/14/2017";7;"Rutgers";"Illinois";400935378;"""400935378"",";""
2017;"10/14/2017";7;"Michigan";"Indiana";400935379;"""400935379"",";""
2017;"10/14/2017";7;"Michigan State";"Minnesota";400935380;"""400935380"",";""
2017;"10/14/2017";7;"Ohio State";"Nebraska";400935381;"""400935381"",";""
2017;"10/14/2017";7;"Purdue";"Wisconsin";400935382;"""400935382"",";""
2017;"10/14/2017";7;"Boston College";"Louisville";400937494;"""400937494"",";""
2017;"10/14/2017";7;"Florida State";"Duke";400937495;"""400937495"",";""
2017;"10/14/2017";7;"Virginia";"North Carolina";400937496;"""400937496"",";""
2017;"10/14/2017";7;"North Carolina State";"Pittsburgh";400937497;"""400937497"",";""
2017;"10/14/2017";7;"Tulane";"Florida Intl";400938633;"""400938633"",";""
2017;"10/14/2017";7;"East Carolina";"UCF";400941820;"""400941820"",";""
2017;"10/14/2017";7;"UConn";"Temple";400941821;"""400941821"",";""
2017;"10/14/2017";7;"Houston";"Tulsa";400941822;"""400941822"",";""
2017;"10/14/2017";7;"Navy";"Memphis";400941823;"""400941823"",";""
2017;"10/14/2017";7;"Cincinnati";"South Florida";400941832;"""400941832"",";""
2017;"10/14/2017";7;"Miami (OH)";"Kent State";400944995;"""400944995"",";""
2017;"10/14/2017";7;"Northern Illinois";"Buffalo";400944996;"""400944996"",";""
2017;"10/14/2017";7;"Ohio";"Bowling Green";400944997;"""400944997"",";""
2017;"10/14/2017";7;"Toledo";"Central Michigan";400944998;"""400944998"",";""
2017;"10/14/2017";7;"UNLV";"Air Force";400945272;"""400945272"",";""
2017;"10/14/2017";7;"Boise State";"San Diego State";400945273;"""400945273"",";""
2017;"10/14/2017";7;"Nevada";"Colorado State";400945274;"""400945274"",";"X"
2017;"10/14/2017";7;"New Mexico";"Fresno State";400945275;"""400945275"",";""
2017;"10/14/2017";7;"Wyoming";"Utah State";400945276;"""400945276"",";""
2017;"10/14/2017";7;"San Jose State";"Hawaii";400945277;"""400945277"",";""
2017;"10/14/2017";7;"Georgia Tech";"Miami";400981508;"""400981508"",";""
2017;"10/15/2017";7;"Akron";"Western Michigan";400944994;"""400944994"",";""
2017;"10/19/2017";8;"Memphis";"Houston";400941824;"""400941824"",";""
2017;"10/20/2017";8;"Air Force";"Nevada";400945278;"""400945278"",";""
2017;"10/20/2017";8;"Colorado State";"New Mexico";400945280;"""400945280"",";"X"
2017;"10/21/2017";8;"Tennessee";"Alabama";400933893;"""400933893"",";""
2017;"10/21/2017";8;"Auburn";"Arkansas";400933894;"""400933894"",";""
2017;"10/21/2017";8;"LSU";"Ole Miss";400933895;"""400933895"",";""
2017;"10/21/2017";8;"Kentucky";"Mississippi State";400933896;"""400933896"",";""
2017;"10/21/2017";8;"Idaho";"Missouri";400933897;"""400933897"",";""
2017;"10/21/2017";8;"Iowa State";"Texas Tech";400934531;"""400934531"",";""
2017;"10/21/2017";8;"Kansas";"TCU";400934532;"""400934532"",";""
2017;"10/21/2017";8;"West Virginia";"Baylor";400934533;"""400934533"",";""
2017;"10/21/2017";8;"OKLA";"Kansas State";400934534;"""400934534"",";""
2017;"10/21/2017";8;"Oklahoma State";"Texas";400934535;"""400934535"",";""
2017;"10/21/2017";8;"Temple";"Army";400934568;"""400934568"",";""
2017;"10/21/2017";8;"USC";"Notre Dame";400934578;"""400934578"",";""
2017;"10/21/2017";8;"Arizona";"California";400935300;"""400935300"",";""
2017;"10/21/2017";8;"Arizona State";"Utah";400935301;"""400935301"",";""
2017;"10/21/2017";8;"Oregon";"UCLA";400935302;"""400935302"",";""
2017;"10/21/2017";8;"Colorado";"Washington State";400935303;"""400935303"",";""
2017;"10/21/2017";8;"Indiana";"Michigan State";400935383;"""400935383"",";""
2017;"10/21/2017";8;"Illinois";"Minnesota";400935384;"""400935384"",";""
2017;"10/21/2017";8;"Iowa";"Northwestern";400935385;"""400935385"",";""
2017;"10/21/2017";8;"Michigan";"Penn State";400935386;"""400935386"",";""
2017;"10/21/2017";8;"Purdue";"Rutgers";400935387;"""400935387"",";""
2017;"10/21/2017";8;"Maryland";"Wisconsin";400935388;"""400935388"",";""
2017;"10/21/2017";8;"Boston College";"Virginia";400937498;"""400937498"",";""
2017;"10/21/2017";8;"Pittsburgh";"Duke";400937499;"""400937499"",";""
2017;"10/21/2017";8;"Louisville";"Florida State";400937500;"""400937500"",";""
2017;"10/21/2017";8;"Wake Forest";"Georgia Tech";400937501;"""400937501"",";""
2017;"10/21/2017";8;"Syracuse";"Miami FL";400937502;"""400937502"",";""
2017;"10/21/2017";8;"North Carolina";"Virginia Tech";400937503;"""400937503"",";""
2017;"10/21/2017";8;"UCF";"Navy";400941825;"""400941825"",";""
2017;"10/21/2017";8;"SMU";"Cincinnati";400941826;"""400941826"",";""
2017;"10/21/2017";8;"Tulsa";"UConn";400941827;"""400941827"",";""
2017;"10/21/2017";8;"BYU";"East Carolina";400941828;"""400941828"",";""
2017;"10/21/2017";8;"South Florida";"Tulane";400941829;"""400941829"",";""
2017;"10/21/2017";8;"Akron";"Toledo";400944999;"""400944999"",";""
2017;"10/21/2017";8;"Buffalo";"Miami (OH)";400945000;"""400945000"",";""
2017;"10/21/2017";8;"Central Michigan";"Ball State";400945001;"""400945001"",";""
2017;"10/21/2017";8;"Kent State";"Ohio";400945002;"""400945002"",";""
2017;"10/21/2017";8;"Northern Illinois";"Bowling Green";400945003;"""400945003"",";""
2017;"10/21/2017";8;"Western Michigan";"Eastern Michigan";400945004;"""400945004"",";""
2017;"10/21/2017";8;"Wyoming";"Boise State";400945279;"""400945279"",";""
2017;"10/21/2017";8;"Utah State";"UNLV";400945281;"""400945281"",";""
2017;"10/21/2017";8;"Fresno State";"San Diego State";400945282;"""400945282"",";""
2017;"10/26/2017";9;"Stanford";"ORST";400935304;"""400935304"",";""
2017;"10/26/2017";9;"Eastern Michigan";"Northern Illinois";400945005;"""400945005"",";""
2017;"10/26/2017";9;"Toledo";"Ball State";400945006;"""400945006"",";""
2017;"10/27/2017";9;"Florida State";"Boston College";400937504;"""400937504"",";""
2017;"10/27/2017";9;"Tulane";"Memphis";400941830;"""400941830"",";""
2017;"10/27/2017";9;"Tulsa";"SMU";400941831;"""400941831"",";""
2017;"10/28/2017";9;"Georgia";"Florida";400933898;"""400933898"",";""
2017;"10/28/2017";9;"Tennessee";"Kentucky";400933899;"""400933899"",";""
2017;"10/28/2017";9;"Arkansas";"Ole Miss";400933900;"""400933900"",";""
2017;"10/28/2017";9;"Missouri";"UConn";400933901;"""400933901"",";""
2017;"10/28/2017";9;"Vanderbilt";"South Carolina";400933902;"""400933902"",";""
2017;"10/28/2017";9;"Mississippi State";"Texas A&M";400933903;"""400933903"",";""
2017;"10/28/2017";9;"Kansas State";"Kansas";400934536;"""400934536"",";""
2017;"10/28/2017";9;"Oklahoma State";"West Virginia";400934537;"""400934537"",";""
2017;"10/28/2017";9;"Texas";"Baylor";400934538;"""400934538"",";""
2017;"10/28/2017";9;"TTU";"Oklahoma";400934539;"""400934539"",";""
2017;"10/28/2017";9;"TCU";"Iowa State";400934540;"""400934540"",";""
2017;"10/28/2017";9;"North Carolina State";"Notre Dame";400934579;"""400934579"",";""
2017;"10/28/2017";9;"Washington State";"Arizona";400935305;"""400935305"",";""
2017;"10/28/2017";9;"USC";"Arizona State";400935306;"""400935306"",";""
2017;"10/28/2017";9;"UCLA";"Washington";400935307;"""400935307"",";""
2017;"10/28/2017";9;"California";"Colorado";400935308;"""400935308"",";""
2017;"10/28/2017";9;"Utah";"Oregon";400935309;"""400935309"",";""
2017;"10/28/2017";9;"Michigan State";"Northwestern";400935389;"""400935389"",";""
2017;"10/28/2017";9;"Wisconsin";"Illinois";400935390;"""400935390"",";""
